Country,Pillar,Sub-pillar,Source,Link,Availability
Mali,Business,Technology Adoption,OECD: Going Digital Toolkit,http://goingdigital.oecd.org,0
Mali,Business,Technology Adoption,OECD: ICT Access and Usage by Businesses,https://stats.oecd.org,0
Mali,Business,Technology Adoption,OECD: Innovation Indicators,https://www.oecd.org/innovation/inno/inno-stats.htm,0
Mali,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,1
Mali,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,1
Mali,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,1
Mali,Business,Financing Incentives,World Economic Forum: Global Competitiveness Index,http://reports.weforum.org,0
Mali,Business,Startup Environment,World Bank: Doing Business,https://datacatalog.worldbank.org,1
Mali,Business,Startup Environment,World Bank: World Development Indicators,https://datacatalog.worldbank.org,0
Mali,Business,Startup Environment,World Bank: World Development Indicators,https://datacatalog.worldbank.org,0
Mali,Business,Startup Environment,World Bank: Doing Business rankings,https://datacatalog.worldbank.org,0
Mali,Business,Startup Environment,World Bank: GovData,https://datacatalog.worldbank.org,1
Mali,Business,Startup Environment,OECD: Venture capital investments ,https://stats.oecd.org,0
Mali,Business,Startup Environment,Global Innovation Index/World Bank: Regulatory Quality,https://www.globalinnovationindex.org/analysis-indicator,0
Mali,Business,Startup Environment,Global Innovation Index/World Bank: Ease of Getting Credit,https://www.globalinnovationindex.org/analysis-indicator,0
Mauritania,Business,Technology Adoption,UNCTAD:  Business-to-Consumer (B2C) E-commerce Index,https://unctad.org,1
Mauritania,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,0
Mauritania,Business,Technology Adoption,Statista,https://www.statista.com,0
Mauritania,Business,Technology Adoption,OECD: Going Digital Toolkit,http://goingdigital.oecd.org,0
Mauritania,Business,Technology Adoption,OECD: ICT Access and Usage by Businesses,https://stats.oecd.org,0
Mauritania,Business,Technology Adoption,OECD: Innovation Indicators,https://www.oecd.org/innovation/inno/inno-stats.htm,0
Mauritania,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,0
Mauritania,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,0
Mauritania,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,0
Mauritania,Business,Financing Incentives,World Economic Forum: Global Competitiveness Index,http://reports.weforum.org,0
Mauritania,Business,Startup Environment,World Bank: Doing Business,https://datacatalog.worldbank.org,1
Mauritania,Business,Startup Environment,World Bank: World Development Indicators,https://datacatalog.worldbank.org,0
Mauritania,Business,Startup Environment,World Bank: World Development Indicators,https://datacatalog.worldbank.org,0
Mauritania,Business,Startup Environment,World Bank: Doing Business rankings,https://datacatalog.worldbank.org,0
Mauritania,Business,Startup Environment,World Bank: GovData,https://datacatalog.worldbank.org,1
Mauritania,Business,Startup Environment,OECD: Venture capital investments ,https://stats.oecd.org,0
Mauritania,Business,Startup Environment,Global Innovation Index/World Bank: Regulatory Quality,https://www.globalinnovationindex.org/analysis-indicator,0
Mauritania,Business,Startup Environment,Global Innovation Index/World Bank: Ease of Getting Credit,https://www.globalinnovationindex.org/analysis-indicator,0
Niger,Business,Technology Adoption,UNCTAD:  Business-to-Consumer (B2C) E-commerce Index,https://unctad.org,1
Niger,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,0
Niger,Business,Technology Adoption,Statista,https://www.statista.com,0
Niger,Business,Technology Adoption,OECD: Going Digital Toolkit,http://goingdigital.oecd.org,0
Niger,Business,Technology Adoption,OECD: ICT Access and Usage by Businesses,https://stats.oecd.org,0
Niger,Business,Technology Adoption,OECD: Innovation Indicators,https://www.oecd.org/innovation/inno/inno-stats.htm,0
Niger,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,0
Niger,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,0
Niger,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,0
Niger,Business,Financing Incentives,World Economic Forum: Global Competitiveness Index,http://reports.weforum.org,0
Niger,Business,Startup Environment,World Bank: Doing Business,https://datacatalog.worldbank.org,1
Niger,Business,Startup Environment,World Bank: World Development Indicators,https://datacatalog.worldbank.org,0
Niger,Business,Startup Environment,World Bank: World Development Indicators,https://datacatalog.worldbank.org,0
Niger,Business,Startup Environment,World Bank: Doing Business rankings,https://datacatalog.worldbank.org,0
Niger,Business,Startup Environment,World Bank: GovData,https://datacatalog.worldbank.org,0
Niger,Business,Startup Environment,OECD: Venture capital investments ,https://stats.oecd.org,0
Niger,Business,Startup Environment,Global Innovation Index/World Bank: Regulatory Quality,https://www.globalinnovationindex.org/analysis-indicator,0
Niger,Business,Startup Environment,Global Innovation Index/World Bank: Ease of Getting Credit,https://www.globalinnovationindex.org/analysis-indicator,0
Nigeria,Business,Technology Adoption,UNCTAD:  Business-to-Consumer (B2C) E-commerce Index,https://unctad.org,1
Nigeria,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,1
Nigeria,Business,Technology Adoption,Statista,https://www.statista.com,0
Nigeria,Business,Technology Adoption,OECD: Going Digital Toolkit,http://goingdigital.oecd.org,0
Nigeria,Business,Technology Adoption,OECD: ICT Access and Usage by Businesses,https://stats.oecd.org,0
Nigeria,Business,Technology Adoption,OECD: Innovation Indicators,https://www.oecd.org/innovation/inno/inno-stats.htm,0
Nigeria,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,1
Nigeria,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,1
Nigeria,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,1
Nigeria,Business,Financing Incentives,World Economic Forum: Global Competitiveness Index,http://reports.weforum.org,0
Nigeria,Business,Startup Environment,World Bank: Doing Business,https://datacatalog.worldbank.org,1
Nigeria,Business,Startup Environment,World Bank: World Development Indicators,https://datacatalog.worldbank.org,0
Nigeria,Business,Startup Environment,World Bank: World Development Indicators,https://datacatalog.worldbank.org,0
Nigeria,Business,Startup Environment,World Bank: Doing Business rankings,https://datacatalog.worldbank.org,0
Nigeria,Business,Startup Environment,World Bank: GovData,https://datacatalog.worldbank.org,1
Nigeria,Business,Startup Environment,OECD: Venture capital investments ,https://stats.oecd.org,0
Nigeria,Business,Startup Environment,Global Innovation Index/World Bank: Regulatory Quality,https://www.globalinnovationindex.org/analysis-indicator,0
Nigeria,Business,Startup Environment,Global Innovation Index/World Bank: Ease of Getting Credit,https://www.globalinnovationindex.org/analysis-indicator,0
Saint Helena,Business,Technology Adoption,UNCTAD:  Business-to-Consumer (B2C) E-commerce Index,https://unctad.org,0
Saint Helena,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,0
Saint Helena,Business,Technology Adoption,Statista,https://www.statista.com,0
Saint Helena,Business,Technology Adoption,OECD: Going Digital Toolkit,http://goingdigital.oecd.org,0
Saint Helena,Business,Technology Adoption,OECD: ICT Access and Usage by Businesses,https://stats.oecd.org,0
Saint Helena,Business,Technology Adoption,OECD: Innovation Indicators,https://www.oecd.org/innovation/inno/inno-stats.htm,0
Saint Helena,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,0
Saint Helena,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,0
Saint Helena,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,0
Saint Helena,Business,Financing Incentives,World Economic Forum: Global Competitiveness Index,http://reports.weforum.org,0
Saint Helena,Business,Startup Environment,World Bank: Doing Business,https://datacatalog.worldbank.org,0
Saint Helena,Business,Startup Environment,World Bank: World Development Indicators,https://datacatalog.worldbank.org,0
Saint Helena,Business,Startup Environment,World Bank: World Development Indicators,https://datacatalog.worldbank.org,0
Saint Helena,Business,Startup Environment,World Bank: Doing Business rankings,https://datacatalog.worldbank.org,0
Saint Helena,Business,Startup Environment,World Bank: GovData,https://datacatalog.worldbank.org,0
Saint Helena,Business,Startup Environment,OECD: Venture capital investments ,https://stats.oecd.org,0
Saint Helena,Business,Startup Environment,Global Innovation Index/World Bank: Regulatory Quality,https://www.globalinnovationindex.org/analysis-indicator,0
Saint Helena,Business,Startup Environment,Global Innovation Index/World Bank: Ease of Getting Credit,https://www.globalinnovationindex.org/analysis-indicator,0
Senegal,Business,Technology Adoption,UNCTAD:  Business-to-Consumer (B2C) E-commerce Index,https://unctad.org,1
Senegal,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,1
Senegal,Business,Technology Adoption,Statista,https://www.statista.com,0
Senegal,Business,Technology Adoption,OECD: Going Digital Toolkit,http://goingdigital.oecd.org,0
Senegal,Business,Technology Adoption,OECD: ICT Access and Usage by Businesses,https://stats.oecd.org,0
Senegal,Business,Technology Adoption,OECD: Innovation Indicators,https://www.oecd.org/innovation/inno/inno-stats.htm,0
Senegal,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,1
Senegal,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,1
Senegal,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,1
Senegal,Business,Financing Incentives,World Economic Forum: Global Competitiveness Index,http://reports.weforum.org,0
Senegal,Business,Startup Environment,World Bank: Doing Business,https://datacatalog.worldbank.org,1
Senegal,Business,Startup Environment,World Bank: World Development Indicators,https://datacatalog.worldbank.org,0
Senegal,Business,Startup Environment,World Bank: World Development Indicators,https://datacatalog.worldbank.org,0
Senegal,Business,Startup Environment,World Bank: Doing Business rankings,https://datacatalog.worldbank.org,0
Senegal,Business,Startup Environment,World Bank: GovData,https://datacatalog.worldbank.org,1
Senegal,Business,Startup Environment,OECD: Venture capital investments ,https://stats.oecd.org,0
Senegal,Business,Startup Environment,Global Innovation Index/World Bank: Regulatory Quality,https://www.globalinnovationindex.org/analysis-indicator,0
Senegal,Business,Startup Environment,Global Innovation Index/World Bank: Ease of Getting Credit,https://www.globalinnovationindex.org/analysis-indicator,0
Sierra Leone,Business,Technology Adoption,UNCTAD:  Business-to-Consumer (B2C) E-commerce Index,https://unctad.org,1
Sierra Leone,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,0
Sierra Leone,Business,Technology Adoption,Statista,https://www.statista.com,0
Sierra Leone,Business,Technology Adoption,OECD: Going Digital Toolkit,http://goingdigital.oecd.org,0
Sierra Leone,Business,Technology Adoption,OECD: ICT Access and Usage by Businesses,https://stats.oecd.org,0
