Code,Country,Region,Sub-region,Income,Pillar,Sub-pillar,2020
saint-kitts-and-nevis,Saint Kitts and Nevis,Americas,Latin America and the Caribbean,High income,People,Digital literacy skills,4.3
saint-lucia,Saint Lucia,Americas,Latin America and the Caribbean,Upper middle income,People,Digital literacy skills,5.3
saint-martin-(french-part),Saint Martin (French Part),Americas,Latin America and the Caribbean,,People,Digital literacy skills,4.5
saint-vincent-and-the-grenadines,Saint Vincent and the Grenadines,Americas,Latin America and the Caribbean,Upper middle income,People,Digital literacy skills,2.6
sint-maarten-(dutch-part),Sint Maarten (Dutch part),Americas,Latin America and the Caribbean,High income,People,Digital literacy skills,5.6
trinidad-and-tobago,Trinidad and Tobago,Americas,Latin America and the Caribbean,High income,People,Digital literacy skills,2.2
turks-and-caicos-islands,Turks and Caicos Islands,Americas,Latin America and the Caribbean,High income,People,Digital literacy skills,3.1
united-states-virgin-islands,United States Virgin Islands,Americas,Latin America and the Caribbean,High income,People,Digital literacy skills,4.2
belize,Belize,Americas,Latin America and the Caribbean,Upper middle income,People,Digital literacy skills,1.1
costa-rica,Costa Rica,Americas,Latin America and the Caribbean,Upper middle income,People,Digital literacy skills,5.1
el-salvador,El Salvador,Americas,Latin America and the Caribbean,Lower middle income,People,Digital literacy skills,5
guatemala,Guatemala,Americas,Latin America and the Caribbean,Upper middle income,People,Digital literacy skills,1.7
honduras,Honduras,Americas,Latin America and the Caribbean,Lower middle income,People,Digital literacy skills,5.4
mexico,Mexico,Americas,Latin America and the Caribbean,Upper middle income,People,Digital literacy skills,3.4
nicaragua,Nicaragua,Americas,Latin America and the Caribbean,Lower middle income,People,Digital literacy skills,5.4
panama,Panama,Americas,Latin America and the Caribbean,High income,People,Digital literacy skills,2.3
argentina,Argentina,Americas,Latin America and the Caribbean,Upper middle income,People,Digital literacy skills,1.1
bolivia-(plurinational-state-of),Bolivia (Plurinational State of),Americas,Latin America and the Caribbean,Lower middle income,People,Digital literacy skills,2.2
bouvet-island,Bouvet Island,Americas,Latin America and the Caribbean,,People,Digital literacy skills,5.7
brazil,Brazil,Americas,Latin America and the Caribbean,Upper middle income,People,Digital literacy skills,4.3
chile,Chile,Americas,Latin America and the Caribbean,High income,People,Digital literacy skills,5.9
colombia,Colombia,Americas,Latin America and the Caribbean,Upper middle income,People,Digital literacy skills,5.5
ecuador,Ecuador,Americas,Latin America and the Caribbean,Upper middle income,People,Digital literacy skills,3.9
falkland-islands-(malvinas),Falkland Islands (Malvinas),Americas,Latin America and the Caribbean,,People,Digital literacy skills,2.6
french-guiana,French Guiana,Americas,Latin America and the Caribbean,,People,Digital literacy skills,6
guyana,Guyana,Americas,Latin America and the Caribbean,Upper middle income,People,Digital literacy skills,2.4
paraguay,Paraguay,Americas,Latin America and the Caribbean,Upper middle income,People,Digital literacy skills,2.5
peru,Peru,Americas,Latin America and the Caribbean,Upper middle income,People,Digital literacy skills,2.3
south-georgia-and-the-south-sandwich-islands,South Georgia and the South Sandwich Islands,Americas,Latin America and the Caribbean,,People,Digital literacy skills,3.1
suriname,Suriname,Americas,Latin America and the Caribbean,Upper middle income,People,Digital literacy skills,1.8
uruguay,Uruguay,Americas,Latin America and the Caribbean,High income,People,Digital literacy skills,3.5
venezuela-(bolivarian-republic-of),Venezuela (Bolivarian Republic of),Americas,Latin America and the Caribbean,Upper middle income,People,Digital literacy skills,2.2
bermuda,Bermuda,Americas,Northern America,High income,People,Digital literacy skills,1.9
canada,Canada,Americas,Northern America,High income,People,Digital literacy skills,5.7
greenland,Greenland,Americas,Northern America,High income,People,Digital literacy skills,4.3
saint-pierre-and-miquelon,Saint Pierre and Miquelon,Americas,Northern America,,People,Digital literacy skills,4.6
united-states-of-america,United States of America,Americas,Northern America,High income,People,Digital literacy skills,2.6
kazakhstan,Kazakhstan,Asia,Central Asia,Upper middle income,People,Digital literacy skills,2.1
kyrgyzstan,Kyrgyzstan,Asia,Central Asia,Lower middle income,People,Digital literacy skills,2.8
tajikistan,Tajikistan,Asia,Central Asia,Low income,People,Digital literacy skills,5.7
turkmenistan,Turkmenistan,Asia,Central Asia,Upper middle income,People,Digital literacy skills,4
uzbekistan,Uzbekistan,Asia,Central Asia,Lower middle income,People,Digital literacy skills,2.4
china,China,Asia,Eastern Asia,Upper middle income,People,Digital literacy skills,5.8
china,China,Asia,Eastern Asia,Upper middle income,People,Digital literacy skills,1.6
china,China,Asia,Eastern Asia,Upper middle income,People,Digital literacy skills,2.5
democratic-people's-republic-of-korea,Democratic People's Republic of Korea,Asia,Eastern Asia,Low income,People,Digital literacy skills,4.5
japan,Japan,Asia,Eastern Asia,High income,People,Digital literacy skills,1.3
mongolia,Mongolia,Asia,Eastern Asia,Lower middle income,People,Digital literacy skills,2.7
republic-of-korea,Republic of Korea,Asia,Eastern Asia,High income,People,Digital literacy skills,1.3
brunei-darussalam,Brunei Darussalam,Asia,South-eastern Asia,High income,People,Digital literacy skills,2.1
cambodia,Cambodia,Asia,South-eastern Asia,Lower middle income,People,Digital literacy skills,5.3
indonesia,Indonesia,Asia,South-eastern Asia,Upper middle income,People,Digital literacy skills,5.3
lao-people's-democratic-republic,Lao People's Democratic Republic,Asia,South-eastern Asia,Lower middle income,People,Digital literacy skills,3.7
malaysia,Malaysia,Asia,South-eastern Asia,Upper middle income,People,Digital literacy skills,5.4
myanmar,Myanmar,Asia,South-eastern Asia,Lower middle income,People,Digital literacy skills,3
philippines,Philippines,Asia,South-eastern Asia,Lower middle income,People,Digital literacy skills,5.6
singapore,Singapore,Asia,South-eastern Asia,High income,People,Digital literacy skills,4.6
thailand,Thailand,Asia,South-eastern Asia,Upper middle income,People,Digital literacy skills,4
timor-leste,Timor-Leste,Asia,South-eastern Asia,Lower middle income,People,Digital literacy skills,3.3
viet-nam,Viet Nam,Asia,South-eastern Asia,Lower middle income,People,Digital literacy skills,1.8
afghanistan,Afghanistan,Asia,Southern Asia,Low income,People,Digital literacy skills,5.7
bangladesh,Bangladesh,Asia,Southern Asia,Lower middle income,People,Digital literacy skills,2.8
bhutan,Bhutan,Asia,Southern Asia,Lower middle income,People,Digital literacy skills,5.5
india,India,Asia,Southern Asia,Lower middle income,People,Digital literacy skills,4.6
iran-(islamic-republic-of),Iran (Islamic Republic of),Asia,Southern Asia,Upper middle income,People,Digital literacy skills,2.3
maldives,Maldives,Asia,Southern Asia,Upper middle income,People,Digital literacy skills,5.8
nepal,Nepal,Asia,Southern Asia,Lower middle income,People,Digital literacy skills,1.4
pakistan,Pakistan,Asia,Southern Asia,Lower middle income,People,Digital literacy skills,5.1
sri-lanka,Sri Lanka,Asia,Southern Asia,Lower middle income,People,Digital literacy skills,2.1
armenia,Armenia,Asia,Western Asia,Upper middle income,People,Digital literacy skills,2.1
azerbaijan,Azerbaijan,Asia,Western Asia,Upper middle income,People,Digital literacy skills,5.4
bahrain,Bahrain,Asia,Western Asia,High income,People,Digital literacy skills,1.8
cyprus,Cyprus,Asia,Western Asia,High income,People,Digital literacy skills,4.5
georgia,Georgia,Asia,Western Asia,Upper middle income,People,Digital literacy skills,5.8
iraq,Iraq,Asia,Western Asia,Upper middle income,People,Digital literacy skills,2.4
israel,Israel,Asia,Western Asia,High income,People,Digital literacy skills,4.1
jordan,Jordan,Asia,Western Asia,Upper middle income,People,Digital literacy skills,1.4
kuwait,Kuwait,Asia,Western Asia,High income,People,Digital literacy skills,5.2
lebanon,Lebanon,Asia,Western Asia,Upper middle income,People,Digital literacy skills,3.8
oman,Oman,Asia,Western Asia,High income,People,Digital literacy skills,4.7
qatar,Qatar,Asia,Western Asia,High income,People,Digital literacy skills,5.3
saudi-arabia,Saudi Arabia,Asia,Western Asia,High income,People,Digital literacy skills,5.8
state-of-palestine,State of Palestine,Asia,Western Asia,Lower middle income,People,Digital literacy skills,3.3
syrian-arab-republic,Syrian Arab Republic,Asia,Western Asia,Low income,People,Digital literacy skills,2.1
turkey,Turkey,Asia,Western Asia,Upper middle income,People,Digital literacy skills,5.3
united-arab-emirates,United Arab Emirates,Asia,Western Asia,High income,People,Digital literacy skills,2.7
yemen,Yemen,Asia,Western Asia,Low income,People,Digital literacy skills,5
belarus,Belarus,Europe,Eastern Europe,Upper middle income,People,Digital literacy skills,4.9
bulgaria,Bulgaria,Europe,Eastern Europe,Upper middle income,People,Digital literacy skills,5.3
czechia,Czechia,Europe,Eastern Europe,High income,People,Digital literacy skills,2.1
hungary,Hungary,Europe,Eastern Europe,High income,People,Digital literacy skills,4.2
poland,Poland,Europe,Eastern Europe,High income,People,Digital literacy skills,4.1
republic-of-moldova,Republic of Moldova,Europe,Eastern Europe,Lower middle income,People,Digital literacy skills,5
romania,Romania,Europe,Eastern Europe,High income,People,Digital literacy skills,4.2
russian-federation,Russian Federation,Europe,Eastern Europe,Upper middle income,People,Digital literacy skills,1.2
slovakia,Slovakia,Europe,Eastern Europe,High income,People,Digital literacy skills,2.6
ukraine,Ukraine,Europe,Eastern Europe,Lower middle income,People,Digital literacy skills,3.5
åland-islands,Åland Islands,Europe,Northern Europe,,People,Digital literacy skills,4.5
guernsey,Guernsey,Europe,Northern Europe,,People,Digital literacy skills,5.5
jersey,Jersey,Europe,Northern Europe,,People,Digital literacy skills,3.4
sark,Sark,Europe,Northern Europe,,People,Digital literacy skills,2.8
denmark,Denmark,Europe,Northern Europe,High income,People,Digital literacy skills,5.2
estonia,Estonia,Europe,Northern Europe,High income,People,Digital literacy skills,2.9
faroe-islands,Faroe Islands,Europe,Northern Europe,High income,People,Digital literacy skills,5.1
finland,Finland,Europe,Northern Europe,High income,People,Digital literacy skills,2
iceland,Iceland,Europe,Northern Europe,High income,People,Digital literacy skills,5.1
ireland,Ireland,Europe,Northern Europe,High income,People,Digital literacy skills,2.3
isle-of-man,Isle of Man,Europe,Northern Europe,High income,People,Digital literacy skills,2.5
latvia,Latvia,Europe,Northern Europe,High income,People,Digital literacy skills,4.7
lithuania,Lithuania,Europe,Northern Europe,High income,People,Digital literacy skills,5.7
norway,Norway,Europe,Northern Europe,High income,People,Digital literacy skills,1.1
svalbard-and-jan-mayen-islands,Svalbard and Jan Mayen Islands,Europe,Northern Europe,,People,Digital literacy skills,1.4
sweden,Sweden,Europe,Northern Europe,High income,People,Digital literacy skills,1.7
united-kingdom-of-great-britain-and-northern-ireland,United Kingdom of Great Britain and Northern Ireland,Europe,Northern Europe,High income,People,Digital literacy skills,4
albania,Albania,Europe,Southern Europe,Upper middle income,People,Digital literacy skills,5.7
andorra,Andorra,Europe,Southern Europe,High income,People,Digital literacy skills,5.8
bosnia-and-herzegovina,Bosnia and Herzegovina,Europe,Southern Europe,Upper middle income,People,Digital literacy skills,5.1
croatia,Croatia,Europe,Southern Europe,High income,People,Digital literacy skills,5.9
gibraltar,Gibraltar,Europe,Southern Europe,High income,People,Digital literacy skills,2.2
greece,Greece,Europe,Southern Europe,High income,People,Digital literacy skills,4.6
holy-see,Holy See,Europe,Southern Europe,,People,Digital literacy skills,4.5
italy,Italy,Europe,Southern Europe,High income,People,Digital literacy skills,1.9
malta,Malta,Europe,Southern Europe,High income,People,Digital literacy skills,4.1
montenegro,Montenegro,Europe,Southern Europe,Upper middle income,People,Digital literacy skills,4.6
north-macedonia,North Macedonia,Europe,Southern Europe,Upper middle income,People,Digital literacy skills,4.1
portugal,Portugal,Europe,Southern Europe,High income,People,Digital literacy skills,5.5
san-marino,San Marino,Europe,Southern Europe,High income,People,Digital literacy skills,2.5
serbia,Serbia,Europe,Southern Europe,Upper middle income,People,Digital literacy skills,4.8
slovenia,Slovenia,Europe,Southern Europe,High income,People,Digital literacy skills,2.2
spain,Spain,Europe,Southern Europe,High income,People,Digital literacy skills,2.3
austria,Austria,Europe,Western Europe,High income,People,Digital literacy skills,5
belgium,Belgium,Europe,Western Europe,High income,People,Digital literacy skills,1.7
france,France,Europe,Western Europe,High income,People,Digital literacy skills,2.9
germany,Germany,Europe,Western Europe,High income,People,Digital literacy skills,5.8
liechtenstein,Liechtenstein,Europe,Western Europe,High income,People,Digital literacy skills,4.6
luxembourg,Luxembourg,Europe,Western Europe,High income,People,Digital literacy skills,5.1
monaco,Monaco,Europe,Western Europe,High income,People,Digital literacy skills,5.9
netherlands,Netherlands,Europe,Western Europe,High income,People,Digital literacy skills,2.8
switzerland,Switzerland,Europe,Western Europe,High income,People,Digital literacy skills,4
australia,Australia,Oceania,Australia and New Zealand,High income,People,Digital literacy skills,3.8
christmas-island,Christmas Island,Oceania,Australia and New Zealand,,People,Digital literacy skills,2.6
cocos-(keeling)-islands,Cocos (Keeling) Islands,Oceania,Australia and New Zealand,,People,Digital literacy skills,3.2
heard-island-and-mcdonald-islands,Heard Island and McDonald Islands,Oceania,Australia and New Zealand,,People,Digital literacy skills,3.4
new-zealand,New Zealand,Oceania,Australia and New Zealand,High income,People,Digital literacy skills,3.3
norfolk-island,Norfolk Island,Oceania,Australia and New Zealand,,People,Digital literacy skills,3.2
fiji,Fiji,Oceania,Melanesia,Upper middle income,People,Digital literacy skills,5.1
new-caledonia,New Caledonia,Oceania,Melanesia,High income,People,Digital literacy skills,3.1
papua-new-guinea,Papua New Guinea,Oceania,Melanesia,Lower middle income,People,Digital literacy skills,3.9
solomon-islands,Solomon Islands,Oceania,Melanesia,Lower middle income,People,Digital literacy skills,2.9
vanuatu,Vanuatu,Oceania,Melanesia,Lower middle income,People,Digital literacy skills,5.4
guam,Guam,Oceania,Micronesia,High income,People,Digital literacy skills,3.2
kiribati,Kiribati,Oceania,Micronesia,Lower middle income,People,Digital literacy skills,3.7
marshall-islands,Marshall Islands,Oceania,Micronesia,Upper middle income,People,Digital literacy skills,4.5
micronesia-(federated-states-of),Micronesia (Federated States of),Oceania,Micronesia,Lower middle income,People,Digital literacy skills,5
nauru,Nauru,Oceania,Micronesia,High income,People,Digital literacy skills,3.2
northern-mariana-islands,Northern Mariana Islands,Oceania,Micronesia,High income,People,Digital literacy skills,1.5
palau,Palau,Oceania,Micronesia,High income,People,Digital literacy skills,4.2
united-states-minor-outlying-islands,United States Minor Outlying Islands,Oceania,Micronesia,,People,Digital literacy skills,1.6
american-samoa,American Samoa,Oceania,Polynesia,Upper middle income,People,Digital literacy skills,3
cook-islands,Cook Islands,Oceania,Polynesia,,People,Digital literacy skills,2
french-polynesia,French Polynesia,Oceania,Polynesia,High income,People,Digital literacy skills,3
