SDG_IND,Indicator,LOCATION,Country,TIME,Time,Value,Flag Codes,Flags
ICTSKILLCREAT_M,"Proportion of youth and adults who have created electronic presentations with presentation software, male (%)",LVA,Latvia,2019,2019,21.78513,,
ICTSKILLCREAT,Proportion of youth and adults who have created electronic presentations with presentation software (%),BHR,Bahrain,2015,2015,36.00003,,
ICTSKILLCREAT,Proportion of youth and adults who have created electronic presentations with presentation software (%),BHR,Bahrain,2016,2016,51.99998,,
ICTSKILLCREAT,Proportion of youth and adults who have created electronic presentations with presentation software (%),BHR,Bahrain,2017,2017,41.41026,,
ICTSKILLCREAT,Proportion of youth and adults who have created electronic presentations with presentation software (%),BHR,Bahrain,2018,2018,42.78318,,
ICTSKILLCREAT,Proportion of youth and adults who have created electronic presentations with presentation software (%),BHR,Bahrain,2019,2019,36,,
ICTSKILLCONNEC_M,"Proportion of youth and adults who have connected and installed new devices, male (%)",PRK,Democratic People's Republic of Korea,2017,2017,10.4,,
ICTSKILLCONNEC_M,"Proportion of youth and adults who have connected and installed new devices, male (%)",KAZ,Kazakhstan,2015,2015,11.17738,,
ICTSKILLCONNEC_M,"Proportion of youth and adults who have connected and installed new devices, male (%)",KAZ,Kazakhstan,2016,2016,12.97345,,
ICTSKILLCONNEC_M,"Proportion of youth and adults who have connected and installed new devices, male (%)",KAZ,Kazakhstan,2017,2017,15.00065,,
ICTSKILLCONNEC_M,"Proportion of youth and adults who have connected and installed new devices, male (%)",KAZ,Kazakhstan,2018,2018,15.51255,,
ICTSKILLCONNEC_M,"Proportion of youth and adults who have connected and installed new devices, male (%)",GEO,Georgia,2016,2016,23.60095,,
ICTSKILLCONNEC_M,"Proportion of youth and adults who have connected and installed new devices, male (%)",GEO,Georgia,2017,2017,19.24607,,
ICTSKILLCONNEC_M,"Proportion of youth and adults who have connected and installed new devices, male (%)",GEO,Georgia,2018,2018,20.50088,,
ICTSKILLCREAT,Proportion of youth and adults who have created electronic presentations with presentation software (%),MEX,Mexico,2016,2016,31.04468,,
ICTSKILLCREAT,Proportion of youth and adults who have created electronic presentations with presentation software (%),MEX,Mexico,2017,2017,29.33073,,
ICTSKILLCREAT,Proportion of youth and adults who have created electronic presentations with presentation software (%),MEX,Mexico,2018,2018,30.68809,,
ICTSKILLCREAT,Proportion of youth and adults who have created electronic presentations with presentation software (%),MEX,Mexico,2019,2019,28.9,,
ICTSKILLCONNEC_F,"Proportion of youth and adults who have connected and installed new devices, female (%)",MKD,North Macedonia,2014,2014,17.40128,,
ICTSKILLCONNEC_M,"Proportion of youth and adults who have connected and installed new devices, male (%)",HUN,Hungary,2014,2014,51.63261,,
ICTSKILLCOPI_M,"Proportion of youth and adults who have copied or moved a file or folder, male (%)",MYS,Malaysia,2017,2017,59.92779,,
ICTSKILLCOPI_M,"Proportion of youth and adults who have copied or moved a file or folder, male (%)",MYS,Malaysia,2018,2018,58.43922,,
ICTSKILLCREAT_M,"Proportion of youth and adults who have created electronic presentations with presentation software, male (%)",JPN,Japan,2017,2017,4.5579,,
ICTSKILLCREAT_M,"Proportion of youth and adults who have created electronic presentations with presentation software, male (%)",JPN,Japan,2018,2018,4.45471,,
ICTSKILLCREAT_M,"Proportion of youth and adults who have created electronic presentations with presentation software, male (%)",LTU,Lithuania,2014,2014,35.72388,,
ICTSKILLCREAT_M,"Proportion of youth and adults who have created electronic presentations with presentation software, male (%)",LTU,Lithuania,2015,2015,30.87865,,
ICTSKILLCREAT_M,"Proportion of youth and adults who have created electronic presentations with presentation software, male (%)",LTU,Lithuania,2016,2016,29.05357,,
ICTSKILLCREAT_M,"Proportion of youth and adults who have created electronic presentations with presentation software, male (%)",LTU,Lithuania,2017,2017,28.99805,,
ICTSKILLCREAT_M,"Proportion of youth and adults who have created electronic presentations with presentation software, male (%)",DEU,Germany,2014,2014,40.0677,,
ICTSKILLCREAT_M,"Proportion of youth and adults who have created electronic presentations with presentation software, male (%)",DEU,Germany,2015,2015,43.3173,,
ICTSKILLCREAT_M,"Proportion of youth and adults who have created electronic presentations with presentation software, male (%)",DEU,Germany,2016,2016,37.03858,,
ICTSKILLCREAT_M,"Proportion of youth and adults who have created electronic presentations with presentation software, male (%)",DEU,Germany,2019,2019,41.23271,,
ICTSKILLCOPI_M,"Proportion of youth and adults who have copied or moved a file or folder, male (%)",NLD,Netherlands,2014,2014,81.34539,,
ICTSKILLCOPI_M,"Proportion of youth and adults who have copied or moved a file or folder, male (%)",NLD,Netherlands,2015,2015,73.2098,,
ICTSKILLCOPI_M,"Proportion of youth and adults who have copied or moved a file or folder, male (%)",NLD,Netherlands,2016,2016,75.8925,,
ICTSKILLCREAT_F,"Proportion of youth and adults who have created electronic presentations with presentation software, female (%)",SAU,Saudi Arabia,2017,2017,37.82133,,
ICTSKILLCREAT_F,"Proportion of youth and adults who have created electronic presentations with presentation software, female (%)",SAU,Saudi Arabia,2018,2018,53.25494,,
ICTSKILLCONNEC_M,"Proportion of youth and adults who have connected and installed new devices, male (%)",MDG,Madagascar,2018,2018,45.1,,
ICTSKILLCOPI,Proportion of youth and adults who have copied or moved a file or folder (%),CZE,Czechia,2014,2014,62.54008,,
ICTSKILLCOPI,Proportion of youth and adults who have copied or moved a file or folder (%),CZE,Czechia,2015,2015,54.66757,,
ICTSKILLCOPI,Proportion of youth and adults who have copied or moved a file or folder (%),CZE,Czechia,2017,2017,58.91735,,
ICTSKILLCOPI,Proportion of youth and adults who have copied or moved a file or folder (%),CZE,Czechia,2019,2019,51.2,,
ICTSKILLCREAT_M,"Proportion of youth and adults who have created electronic presentations with presentation software, male (%)",ZWE,Zimbabwe,2014,2014,2.23437,,
ICTSKILLCREAT,Proportion of youth and adults who have created electronic presentations with presentation software (%),DOM,Dominican Republic,2015,2015,14.34578,,
ICTSKILLCREAT_F,"Proportion of youth and adults who have created electronic presentations with presentation software, female (%)",AUT,Austria,2014,2014,34.5959,,
ICTSKILLCREAT_F,"Proportion of youth and adults who have created electronic presentations with presentation software, female (%)",AUT,Austria,2015,2015,35.3706,,
ICTSKILLCREAT_F,"Proportion of youth and adults who have created electronic presentations with presentation software, female (%)",AUT,Austria,2016,2016,40.18665,,
ICTSKILLCREAT_F,"Proportion of youth and adults who have created electronic presentations with presentation software, female (%)",AUT,Austria,2017,2017,41.33993,,
ICTSKILLCONNEC_F,"Proportion of youth and adults who have connected and installed new devices, female (%)",MLT,Malta,2014,2014,27.50884,,
ICTSKILLCONNEC_M,"Proportion of youth and adults who have connected and installed new devices, male (%)",SUR,Suriname,2018,2018,15.3,,
ICTSKILLCREAT_M,"Proportion of youth and adults who have created electronic presentations with presentation software, male (%)",NER,Niger,2018,2018,0.7478,,
ICTSKILLCREAT_F,"Proportion of youth and adults who have created electronic presentations with presentation software, female (%)",KIR,Kiribati,2019,2019,13.7,,
ICTSKILLCOPI_M,"Proportion of youth and adults who have copied or moved a file or folder, male (%)",SRB,Serbia,2015,2015,39.4801,,
ICTSKILLCOPI_M,"Proportion of youth and adults who have copied or moved a file or folder, male (%)",SRB,Serbia,2016,2016,54.37824,,
ICTSKILLCOPI_M,"Proportion of youth and adults who have copied or moved a file or folder, male (%)",SRB,Serbia,2017,2017,57.87079,,
ICTSKILLCREAT_M,"Proportion of youth and adults who have created electronic presentations with presentation software, male (%)",MEX,Mexico,2016,2016,32.61457,,
ICTSKILLCREAT_M,"Proportion of youth and adults who have created electronic presentations with presentation software, male (%)",MEX,Mexico,2017,2017,30.59528,,
ICTSKILLCREAT_M,"Proportion of youth and adults who have created electronic presentations with presentation software, male (%)",MEX,Mexico,2018,2018,31.71642,,
ICTSKILLCONNEC_F,"Proportion of youth and adults who have connected and installed new devices, female (%)",THA,Thailand,2018,2018,9.45872,,
ICTSKILLCREAT_F,"Proportion of youth and adults who have created electronic presentations with presentation software, female (%)",FRA,France,2014,2014,37.995,,
ICTSKILLCREAT_F,"Proportion of youth and adults who have created electronic presentations with presentation software, female (%)",FRA,France,2015,2015,29.89159,,
ICTSKILLCREAT_F,"Proportion of youth and adults who have created electronic presentations with presentation software, female (%)",FRA,France,2016,2016,30.94543,,
ICTSKILLCOPI,Proportion of youth and adults who have copied or moved a file or folder (%),TUR,Turkey,2014,2014,37.00695,,
ICTSKILLCOPI,Proportion of youth and adults who have copied or moved a file or folder (%),TUR,Turkey,2015,2015,30.43134,,
ICTSKILLCOPI,Proportion of youth and adults who have copied or moved a file or folder (%),TUR,Turkey,2016,2016,36.96816,,
ICTSKILLCOPI,Proportion of youth and adults who have copied or moved a file or folder (%),TUR,Turkey,2017,2017,42.49219,,
ICTSKILLCOPI,Proportion of youth and adults who have copied or moved a file or folder (%),TUR,Turkey,2019,2019,42.35583,,
ICTSKILLCONNEC_F,"Proportion of youth and adults who have connected and installed new devices, female (%)",NLD,Netherlands,2014,2014,26.46421,,
ICTSKILLCOPI,Proportion of youth and adults who have copied or moved a file or folder (%),HUN,Hungary,2014,2014,65.1844,,
ICTSKILLCOPI,Proportion of youth and adults who have copied or moved a file or folder (%),HUN,Hungary,2015,2015,55.43022,,
ICTSKILLCOPI,Proportion of youth and adults who have copied or moved a file or folder (%),HUN,Hungary,2016,2016,55.71136,,
ICTSKILLCOPI,Proportion of youth and adults who have copied or moved a file or folder (%),HUN,Hungary,2017,2017,53.69815,,
ICTSKILLCOPI,Proportion of youth and adults who have copied or moved a file or folder (%),HUN,Hungary,2019,2019,52.1,,
ICTSKILLCONNEC_F,"Proportion of youth and adults who have connected and installed new devices, female (%)",EST,Estonia,2014,2014,44.79345,,
ICTSKILLCREAT,Proportion of youth and adults who have created electronic presentations with presentation software (%),OMN,Oman,2019,2019,28.74468,,
ICTSKILLCOPI_F,"Proportion of youth and adults who have copied or moved a file or folder, female (%)",GMB,Gambia,2018,2018,4.1,,
ICTSKILLCONNEC_F,"Proportion of youth and adults who have connected and installed new devices, female (%)",BHR,Bahrain,2015,2015,32.01774,,
ICTSKILLCONNEC_F,"Proportion of youth and adults who have connected and installed new devices, female (%)",BHR,Bahrain,2016,2016,47.30469,,
ICTSKILLCONNEC_F,"Proportion of youth and adults who have connected and installed new devices, female (%)",BHR,Bahrain,2017,2017,39.46233,,
ICTSKILLCONNEC_F,"Proportion of youth and adults who have connected and installed new devices, female (%)",BHR,Bahrain,2018,2018,41.9777,,
ICTSKILLCREAT,Proportion of youth and adults who have created electronic presentations with presentation software (%),RUS,Russian Federation,2014,2014,6.53715,,
ICTSKILLCREAT,Proportion of youth and adults who have created electronic presentations with presentation software (%),RUS,Russian Federation,2015,2015,7.66004,,
ICTSKILLCREAT,Proportion of youth and adults who have created electronic presentations with presentation software (%),RUS,Russian Federation,2016,2016,8.46288,,
ICTSKILLCREAT,Proportion of youth and adults who have created electronic presentations with presentation software (%),RUS,Russian Federation,2017,2017,9.8196,,
ICTSKILLCREAT,Proportion of youth and adults who have created electronic presentations with presentation software (%),RUS,Russian Federation,2018,2018,8.78894,,
ICTSKILLCREAT,Proportion of youth and adults who have created electronic presentations with presentation software (%),RUS,Russian Federation,2019,2019,9.7,,
ICTSKILLCOPI_F,"Proportion of youth and adults who have copied or moved a file or folder, female (%)",SLE,Sierra Leone,2017,2017,1.7,,
ICTSKILLCREAT,Proportion of youth and adults who have created electronic presentations with presentation software (%),FIN,Finland,2014,2014,52.28941,,
ICTSKILLCREAT,Proportion of youth and adults who have created electronic presentations with presentation software (%),FIN,Finland,2015,2015,41.79381,,
ICTSKILLCREAT,Proportion of youth and adults who have created electronic presentations with presentation software (%),FIN,Finland,2016,2016,41.64082,,
ICTSKILLCREAT,Proportion of youth and adults who have created electronic presentations with presentation software (%),FIN,Finland,2017,2017,41.60764,,
ICTSKILLCREAT,Proportion of youth and adults who have created electronic presentations with presentation software (%),FIN,Finland,2018,2018,41.24239,,
ICTSKILLCREAT,Proportion of youth and adults who have created electronic presentations with presentation software (%),FIN,Finland,2019,2019,45.1,,
ICTSKILLCREAT_M,"Proportion of youth and adults who have created electronic presentations with presentation software, male (%)",BRN,Brunei Darussalam,2016,2016,33.99991,,
ICTSKILLCREAT_M,"Proportion of youth and adults who have created electronic presentations with presentation software, male (%)",BRN,Brunei Darussalam,2018,2018,37.52871,,
