Country Name,Pillar,Indicator,higher_is_better,data_status,data_col,Year,data_availability,new_rank_score,Source Name,Source URL,raw_data_col,rank
Benin,Right to Privacy,Does the country have Data Protection Authority or entity with a similar function?,YES,1,2.0,2022,,5.0,World Bank GovTech Maturity Index,https://datacatalog.worldbank.org/search/dataset/0037889/GovTech-Dataset,,
Burkina Faso,Right to Privacy,Does the country have Data Protection Authority or entity with a similar function?,YES,1,2.0,2022,,5.0,World Bank GovTech Maturity Index,https://datacatalog.worldbank.org/search/dataset/0037889/GovTech-Dataset,,
Bangladesh,Right to Privacy,Does the country have Data Protection Authority or entity with a similar function?,YES,1,2.0,2022,,5.0,World Bank GovTech Maturity Index,https://datacatalog.worldbank.org/search/dataset/0037889/GovTech-Dataset,,
Bulgaria,Right to Privacy,Does the country have Data Protection Authority or entity with a similar function?,YES,1,2.0,2022,,5.0,World Bank GovTech Maturity Index,https://datacatalog.worldbank.org/search/dataset/0037889/GovTech-Dataset,,
Bahrain,Right to Privacy,Does the country have Data Protection Authority or entity with a similar function?,YES,1,2.0,2022,,5.0,World Bank GovTech Maturity Index,https://datacatalog.worldbank.org/search/dataset/0037889/GovTech-Dataset,,
Bahamas (the),Right to Privacy,Does the country have Data Protection Authority or entity with a similar function?,YES,1,2.0,2022,,5.0,World Bank GovTech Maturity Index,https://datacatalog.worldbank.org/search/dataset/0037889/GovTech-Dataset,,
Bosnia and Herzegovina,Right to Privacy,Does the country have Data Protection Authority or entity with a similar function?,YES,1,2.0,2022,,5.0,World Bank GovTech Maturity Index,https://datacatalog.worldbank.org/search/dataset/0037889/GovTech-Dataset,,
Belarus,Right to Privacy,Does the country have Data Protection Authority or entity with a similar function?,YES,1,2.0,2022,,5.0,World Bank GovTech Maturity Index,https://datacatalog.worldbank.org/search/dataset/0037889/GovTech-Dataset,,
Belize,Right to Privacy,Does the country have Data Protection Authority or entity with a similar function?,YES,1,0.0,2022,,0.0,World Bank GovTech Maturity Index,https://datacatalog.worldbank.org/search/dataset/0037889/GovTech-Dataset,,
Bolivia (Plurinational State of),Right to Privacy,Does the country have Data Protection Authority or entity with a similar function?,YES,1,0.0,2022,,0.0,World Bank GovTech Maturity Index,https://datacatalog.worldbank.org/search/dataset/0037889/GovTech-Dataset,,
Brazil,Right to Privacy,Does the country have Data Protection Authority or entity with a similar function?,YES,1,2.0,2022,,5.0,World Bank GovTech Maturity Index,https://datacatalog.worldbank.org/search/dataset/0037889/GovTech-Dataset,,
Barbados,Right to Privacy,Does the country have Data Protection Authority or entity with a similar function?,YES,1,1.0,2022,,2.5,World Bank GovTech Maturity Index,https://datacatalog.worldbank.org/search/dataset/0037889/GovTech-Dataset,,
Brunei Darussalam,Right to Privacy,Does the country have Data Protection Authority or entity with a similar function?,YES,1,0.0,2022,,0.0,World Bank GovTech Maturity Index,https://datacatalog.worldbank.org/search/dataset/0037889/GovTech-Dataset,,
Bhutan,Right to Privacy,Does the country have Data Protection Authority or entity with a similar function?,YES,1,1.0,2022,,2.5,World Bank GovTech Maturity Index,https://datacatalog.worldbank.org/search/dataset/0037889/GovTech-Dataset,,
Botswana,Right to Privacy,Does the country have Data Protection Authority or entity with a similar function?,YES,1,1.0,2022,,2.5,World Bank GovTech Maturity Index,https://datacatalog.worldbank.org/search/dataset/0037889/GovTech-Dataset,,
Central African Republic (the),Right to Privacy,Does the country have Data Protection Authority or entity with a similar function?,YES,1,0.0,2022,,0.0,World Bank GovTech Maturity Index,https://datacatalog.worldbank.org/search/dataset/0037889/GovTech-Dataset,,
Canada,Right to Privacy,Does the country have Data Protection Authority or entity with a similar function?,YES,1,2.0,2022,,5.0,World Bank GovTech Maturity Index,https://datacatalog.worldbank.org/search/dataset/0037889/GovTech-Dataset,,
Switzerland,Right to Privacy,Does the country have Data Protection Authority or entity with a similar function?,YES,1,2.0,2022,,5.0,World Bank GovTech Maturity Index,https://datacatalog.worldbank.org/search/dataset/0037889/GovTech-Dataset,,
Chile,Right to Privacy,Does the country have Data Protection Authority or entity with a similar function?,YES,1,0.0,2022,,0.0,World Bank GovTech Maturity Index,https://datacatalog.worldbank.org/search/dataset/0037889/GovTech-Dataset,,
China,Right to Privacy,Does the country have Data Protection Authority or entity with a similar function?,YES,1,2.0,2022,,5.0,World Bank GovTech Maturity Index,https://datacatalog.worldbank.org/search/dataset/0037889/GovTech-Dataset,,
Côte d'Ivoire,Right to Privacy,Does the country have Data Protection Authority or entity with a similar function?,YES,1,2.0,2022,,5.0,World Bank GovTech Maturity Index,https://datacatalog.worldbank.org/search/dataset/0037889/GovTech-Dataset,,
Cameroon,Right to Privacy,Does the country have Data Protection Authority or entity with a similar function?,YES,1,0.0,2022,,0.0,World Bank GovTech Maturity Index,https://datacatalog.worldbank.org/search/dataset/0037889/GovTech-Dataset,,
Democratic Republic of the Congo (the),Right to Privacy,Does the country have Data Protection Authority or entity with a similar function?,YES,1,1.0,2022,,2.5,World Bank GovTech Maturity Index,https://datacatalog.worldbank.org/search/dataset/0037889/GovTech-Dataset,,
Congo (the),Right to Privacy,Does the country have Data Protection Authority or entity with a similar function?,YES,1,0.0,2022,,0.0,World Bank GovTech Maturity Index,https://datacatalog.worldbank.org/search/dataset/0037889/GovTech-Dataset,,
Colombia,Right to Privacy,Does the country have Data Protection Authority or entity with a similar function?,YES,1,2.0,2022,,5.0,World Bank GovTech Maturity Index,https://datacatalog.worldbank.org/search/dataset/0037889/GovTech-Dataset,,
Comoros (the),Right to Privacy,Does the country have Data Protection Authority or entity with a similar function?,YES,1,0.0,2022,,0.0,World Bank GovTech Maturity Index,https://datacatalog.worldbank.org/search/dataset/0037889/GovTech-Dataset,,
Cabo Verde,Right to Privacy,Does the country have Data Protection Authority or entity with a similar function?,YES,1,2.0,2022,,5.0,World Bank GovTech Maturity Index,https://datacatalog.worldbank.org/search/dataset/0037889/GovTech-Dataset,,
Costa Rica,Right to Privacy,Does the country have Data Protection Authority or entity with a similar function?,YES,1,2.0,2022,,5.0,World Bank GovTech Maturity Index,https://datacatalog.worldbank.org/search/dataset/0037889/GovTech-Dataset,,
Cuba,Right to Privacy,Does the country have Data Protection Authority or entity with a similar function?,YES,1,0.0,2022,,0.0,World Bank GovTech Maturity Index,https://datacatalog.worldbank.org/search/dataset/0037889/GovTech-Dataset,,
Cyprus,Right to Privacy,Does the country have Data Protection Authority or entity with a similar function?,YES,1,2.0,2022,,5.0,World Bank GovTech Maturity Index,https://datacatalog.worldbank.org/search/dataset/0037889/GovTech-Dataset,,
Czechia,Right to Privacy,Does the country have Data Protection Authority or entity with a similar function?,YES,1,2.0,2022,,5.0,World Bank GovTech Maturity Index,https://datacatalog.worldbank.org/search/dataset/0037889/GovTech-Dataset,,
Germany,Right to Privacy,Does the country have Data Protection Authority or entity with a similar function?,YES,1,2.0,2022,,5.0,World Bank GovTech Maturity Index,https://datacatalog.worldbank.org/search/dataset/0037889/GovTech-Dataset,,
Djibouti,Right to Privacy,Does the country have Data Protection Authority or entity with a similar function?,YES,1,1.0,2022,,2.5,World Bank GovTech Maturity Index,https://datacatalog.worldbank.org/search/dataset/0037889/GovTech-Dataset,,
Dominica,Right to Privacy,Does the country have Data Protection Authority or entity with a similar function?,YES,1,0.0,2022,,0.0,World Bank GovTech Maturity Index,https://datacatalog.worldbank.org/search/dataset/0037889/GovTech-Dataset,,
Denmark,Right to Privacy,Does the country have Data Protection Authority or entity with a similar function?,YES,1,2.0,2022,,5.0,World Bank GovTech Maturity Index,https://datacatalog.worldbank.org/search/dataset/0037889/GovTech-Dataset,,
Dominican Republic (the),Right to Privacy,Does the country have Data Protection Authority or entity with a similar function?,YES,1,0.0,2022,,0.0,World Bank GovTech Maturity Index,https://datacatalog.worldbank.org/search/dataset/0037889/GovTech-Dataset,,
Algeria,Right to Privacy,Does the country have Data Protection Authority or entity with a similar function?,YES,1,2.0,2022,,5.0,World Bank GovTech Maturity Index,https://datacatalog.worldbank.org/search/dataset/0037889/GovTech-Dataset,,
Ecuador,Right to Privacy,Does the country have Data Protection Authority or entity with a similar function?,YES,1,2.0,2022,,5.0,World Bank GovTech Maturity Index,https://datacatalog.worldbank.org/search/dataset/0037889/GovTech-Dataset,,
Egypt,Right to Privacy,Does the country have Data Protection Authority or entity with a similar function?,YES,1,1.0,2022,,2.5,World Bank GovTech Maturity Index,https://datacatalog.worldbank.org/search/dataset/0037889/GovTech-Dataset,,
Eritrea,Right to Privacy,Does the country have Data Protection Authority or entity with a similar function?,YES,1,0.0,2022,,0.0,World Bank GovTech Maturity Index,https://datacatalog.worldbank.org/search/dataset/0037889/GovTech-Dataset,,
Spain,Right to Privacy,Does the country have Data Protection Authority or entity with a similar function?,YES,1,2.0,2022,,5.0,World Bank GovTech Maturity Index,https://datacatalog.worldbank.org/search/dataset/0037889/GovTech-Dataset,,
Estonia,Right to Privacy,Does the country have Data Protection Authority or entity with a similar function?,YES,1,2.0,2022,,5.0,World Bank GovTech Maturity Index,https://datacatalog.worldbank.org/search/dataset/0037889/GovTech-Dataset,,
Ethiopia,Right to Privacy,Does the country have Data Protection Authority or entity with a similar function?,YES,1,0.0,2022,,0.0,World Bank GovTech Maturity Index,https://datacatalog.worldbank.org/search/dataset/0037889/GovTech-Dataset,,
Finland,Right to Privacy,Does the country have Data Protection Authority or entity with a similar function?,YES,1,2.0,2022,,5.0,World Bank GovTech Maturity Index,https://datacatalog.worldbank.org/search/dataset/0037889/GovTech-Dataset,,
Fiji,Right to Privacy,Does the country have Data Protection Authority or entity with a similar function?,YES,1,0.0,2022,,0.0,World Bank GovTech Maturity Index,https://datacatalog.worldbank.org/search/dataset/0037889/GovTech-Dataset,,
France,Right to Privacy,Does the country have Data Protection Authority or entity with a similar function?,YES,1,2.0,2022,,5.0,World Bank GovTech Maturity Index,https://datacatalog.worldbank.org/search/dataset/0037889/GovTech-Dataset,,
Micronesia (Federated States of),Right to Privacy,Does the country have Data Protection Authority or entity with a similar function?,YES,1,0.0,2022,,0.0,World Bank GovTech Maturity Index,https://datacatalog.worldbank.org/search/dataset/0037889/GovTech-Dataset,,
Gabon,Right to Privacy,Does the country have Data Protection Authority or entity with a similar function?,YES,1,2.0,2022,,5.0,World Bank GovTech Maturity Index,https://datacatalog.worldbank.org/search/dataset/0037889/GovTech-Dataset,,
United Kingdom of Great Britain and Northern Ireland (the),Right to Privacy,Does the country have Data Protection Authority or entity with a similar function?,YES,1,2.0,2022,,5.0,World Bank GovTech Maturity Index,https://datacatalog.worldbank.org/search/dataset/0037889/GovTech-Dataset,,
Georgia,Right to Privacy,Does the country have Data Protection Authority or entity with a similar function?,YES,1,2.0,2022,,5.0,World Bank GovTech Maturity Index,https://datacatalog.worldbank.org/search/dataset/0037889/GovTech-Dataset,,
Ghana,Right to Privacy,Does the country have Data Protection Authority or entity with a similar function?,YES,1,2.0,2022,,5.0,World Bank GovTech Maturity Index,https://datacatalog.worldbank.org/search/dataset/0037889/GovTech-Dataset,,
Guinea,Right to Privacy,Does the country have Data Protection Authority or entity with a similar function?,YES,1,0.0,2022,,0.0,World Bank GovTech Maturity Index,https://datacatalog.worldbank.org/search/dataset/0037889/GovTech-Dataset,,
Gambia (the),Right to Privacy,Does the country have Data Protection Authority or entity with a similar function?,YES,1,0.0,2022,,0.0,World Bank GovTech Maturity Index,https://datacatalog.worldbank.org/search/dataset/0037889/GovTech-Dataset,,
Guinea-Bissau,Right to Privacy,Does the country have Data Protection Authority or entity with a similar function?,YES,1,0.0,2022,,0.0,World Bank GovTech Maturity Index,https://datacatalog.worldbank.org/search/dataset/0037889/GovTech-Dataset,,
Equatorial Guinea,Right to Privacy,Does the country have Data Protection Authority or entity with a similar function?,YES,1,0.0,2022,,0.0,World Bank GovTech Maturity Index,https://datacatalog.worldbank.org/search/dataset/0037889/GovTech-Dataset,,
Greece,Right to Privacy,Does the country have Data Protection Authority or entity with a similar function?,YES,1,2.0,2022,,5.0,World Bank GovTech Maturity Index,https://datacatalog.worldbank.org/search/dataset/0037889/GovTech-Dataset,,
Grenada,Right to Privacy,Does the country have Data Protection Authority or entity with a similar function?,YES,1,0.0,2022,,0.0,World Bank GovTech Maturity Index,https://datacatalog.worldbank.org/search/dataset/0037889/GovTech-Dataset,,
Guatemala,Right to Privacy,Does the country have Data Protection Authority or entity with a similar function?,YES,1,2.0,2022,,5.0,World Bank GovTech Maturity Index,https://datacatalog.worldbank.org/search/dataset/0037889/GovTech-Dataset,,
Guyana,Right to Privacy,Does the country have Data Protection Authority or entity with a similar function?,YES,1,0.0,2022,,0.0,World Bank GovTech Maturity Index,https://datacatalog.worldbank.org/search/dataset/0037889/GovTech-Dataset,,
